Datum,NS - H (mnm),NS -Z (cm),NS - Proticaj (m3/s),NS - T vode   (°C),NS - pH (-),NS - Ep. (µS/cm),NS - O2 (mg/l),NS - O2 (%),NS - HPK (mg/l),NS - NH4-N (mg/l),NS - NO2-N  (mg/l)
9/21/2017,73.62,189,2960,17.5,8.3,337,8.9,91,3.3,0.05,0.014
9/22/2017,73.76,203,3040,16.3,8.2,340,8.6,87,3.9,0.05,0.014
9/23/2017,74.01,228,3290,16,8.225,339.25,8.675,88,3.75,0.05,0.014
9/24/2017,74.4,267,3710,16,8.2,348.25,8.575,84.75,4.15,0.0625,0.01775
9/25/2017,74.77,304,4090,16,8.2,348,8.6,85,4.3,0.06,0.018
9/26/2017,74.96,323,4250,15,8.2,349,8.5,84,3.7,0.07,0.017
9/27/2017,74.95,322,4120,15,8.3,347,8.7,86,4.3,0.06,0.015
9/28/2017,74.78,305,3830,15,8.4,348,9,88,4.3,0.06,0.012
9/29/2017,74.57,284,3590,15,8.5,350,9.1,89,3.2,0.05,0.009
9/30/2017,74.34,261,3340,15,8.475,349.5,9.075,88.75,3.475,0.0525,0.00975
10/1/2017,74.13,240,3170,13,8.375,349.5,9.175,90.5,3,0.04,0.0075
10/2/2017,73.92,219,2970,12,8.4,349,9.1,90,3,0.04,0.008
10/3/2017,73.68,195,2790,12,8.3,351,9.4,92,3,0.04,0.006
10/4/2017,73.47,174,2650,12,8.2,357,9.3,91,3.2,0.04,0.004
10/5/2017,73.33,160,2570,13.5,8.2,352,9.4,93,3.2,0.05,0.004
10/6/2017,73.2,147,2550,13,8.2,361,9.2,92,3.5,0.04,0.006
10/7/2017,73.14,141,2550,13,8.2,358.75,9.25,92.25,3.425,0.0425,0.0055
10/8/2017,73.16,143,2600,13,8.2,369.75,9.35,90.5,3.125,0.0375,0.0035
10/9/2017,73.23,150,2660,13,8.2,368,9.3,90,3.2,0.04,0.003
10/10/2017,73.29,156,2730,13,8.2,375,9.5,92,2.9,0.03,0.005
10/11/2017,73.32,159,2710,13,8.2,378,9.4,91,3.1,0.04,0.005
10/12/2017,73.37,164,2720,13,8.3,383,9.7,94,3.5,0.02,0.005
10/13/2017,73.46,173,2810,13,8.3,384,9.5,92,2.8,0.04,0.003
10/14/2017,73.57,184,2880,13,8.3,383.75,9.55,92.5,2.975,0.035,0.0035
10/15/2017,73.61,188,2900,13.5,8.175,388.25,9.325,90.75,2.625,0.03,0.00275
10/16/2017,73.54,181,2820,13.5,8.2,387,9.4,91,2.5,0.03,0.002
10/17/2017,73.42,169,2700,13.5,8.1,392,9.1,90,3,0.03,0.005
10/18/2017,73.26,153,2590,13.5,8.1,397,9.4,92,2.5,0.03,0.005
10/19/2017,73.11,138,2500,13.5,8.1,398,9.5,93,2.9,0.04,0.005
10/20/2017,72.94,121,2380,13.5,8.1,402,9.6,94,2.4,0.02,0.008
10/21/2017,72.79,106,2280,13.5,8.1,401,9.575,93.75,2.525,0.025,0.00725
10/22/2017,72.67,94,2240,13.5,8.1,401.75,9.5,92.5,3.45,0.04,0.00775
10/23/2017,72.59,86,2250,13,8.1,401,9.5,93,3.6,0.04,0.008
10/24/2017,72.56,83,2240,13,8.1,404,9.5,91,3,0.04,0.007
10/25/2017,72.6,87,2230,12,8.1,407,9.4,90,3.4,0.07,0.007
10/26/2017,72.67,94,2270,12,8.2,398,9.8,93,3,0.05,0.006
10/27/2017,72.73,100,2260,12,8.2,404,9.6,90,3.3,0.04,0.007
10/28/2017,72.74,101,2240,12,8.2,402.5,9.65,90.75,3.225,0.0425,0.00675
10/29/2017,72.85,112,2320,12,8.075,415.25,9.675,88.5,3.475,0.05,0.0095
10/30/2017,72.96,123,2360,11,8.1,416,9.6,88,3.6,0.05,0.01
10/31/2017,73.05,132,2420,11,8,413,9.9,90,3.1,0.05,0.008
11/1/2017,73.17,144,2500,11,8,407,10.2,92,3.1,0.04,0.009
11/2/2017,73.39,166,2700,11,8.3,421,10.4,94,3.1,0.04,0.007
11/3/2017,73.71,198,3010,11,8.3,425,10.2,91,2.2,0.04,0.008
11/4/2017,73.96,223,3110,10,8.3,424,10.25,91.75,2.425,0.04,0.00775
11/5/2017,74.04,231,3140,10,8.175,414.75,10.275,90.5,2.75,0.0425,0.00875
11/6/2017,74.02,229,3080,10,8.2,414,10.2,90,2.7,0.04,0.009
11/7/2017,73.89,216,2950,10,8.1,417,10.5,92,2.9,0.05,0.008
11/8/2017,73.76,203,2830,10,7.8,401,10.2,91,3.6,0.03,0.008
11/9/2017,73.62,189,2740,10,7.8,412,10.6,94,3,0.03,0.008
11/10/2017,73.54,181,2750,10,7.8,416,10.6,94,3.3,0.04,0.009
11/11/2017,73.6,187,2810,10,7.8,415,10.6,94,3.225,0.0375,0.00875
11/12/2017,73.75,202,2950,10,8.025,389.5,10.425,91.75,3.25,0.04,0.007
11/13/2017,73.85,212,3000,10,8.1,390,10.4,92,3.3,0.04,0.007
11/14/2017,73.82,209,2870,9,7.8,388,10.5,91,3.1,0.04,0.007
11/15/2017,73.72,199,2770,9,7.8,397,10.3,89,3.3,0.04,0.01
11/16/2017,73.78,205,2870,9,7.8,404,10.6,90,3.8,0.03,0.01
11/17/2017,74.08,235,3120,9,8,409,10.4,89,2.8,0.04,0.009
11/18/2017,74.35,262,3340,8.4,7.95,407.75,10.45,89.25,3.05,0.0375,0.00925
11/19/2017,74.48,275,3420,8.4,8,408,11.025,91.75,3.125,0.055,0.00925
11/20/2017,74.49,276,3360,8,8,408,11,92,3.2,0.06,0.01
11/21/2017,74.41,268,3290,8,8,408,11.1,91,2.9,0.04,0.007
11/22/2017,74.27,254,3120,8,7.9,399,11.2,92,2.7,0.02,0.006
11/23/2017,74.08,235,2990,8,8,404,11.2,93,3,0.07,0.01
11/24/2017,73.89,216,2840,8,8,389,11.3,94,3.1,0.04,0.011
11/25/2017,73.78,205,2770,8,8,392.75,11.275,93.75,3.075,0.0475,0.01075
11/26/2017,73.8,207,2850,8,8,418.25,10.925,88.75,3.025,0.09,0.01225
11/27/2017,73.85,212,2950,7,8,416,10.9,89,3,0.09,0.013
11/28/2017,73.88,215,2980,7,8,425,11,88,3.1,0.09,0.01
11/29/2017,73.91,218,2960,6,8,427,11.4,92,3.3,0.12,0.01
11/30/2017,73.96,223,2980,6,7.9,422,11.3,92,3.4,0.05,0.011
12/1/2017,73.93,220,2870,6,7.9,419,11.1,89,3.3,0.05,0.01
12/2/2017,73.9,217,2780,6,7.9,419.75,11.15,89.75,3.325,0.05,0.01025
12/3/2017,73.96,223,2790,5.4,7.9,414.25,11.575,90,3.375,0.045,0.011
12/4/2017,74.06,233,2820,5.4,7.9,414,11.6,90,3.3,0.04,0.011
12/5/2017,74.1,237,2780,5,7.9,415,11.5,90,3.6,0.06,0.011
12/6/2017,74.08,235,2720,4.4,8,410,11.7,90,3.6,0.05,0.013
12/7/2017,73.99,226,2650,4.4,8.1,415,12,91,3.6,0,0.011
12/8/2017,73.86,213,2560,4.4,8.1,419,11.8,90,3.3,0.04,0.012
12/9/2017,73.75,202,2470,4.4,8.1,418,11.85,90.25,3.375,0.04,0.01175
12/10/2017,73.66,193,2460,4.4,8.025,432.25,11.925,91.5,3.375,0.05,0.011
12/11/2017,73.65,192,2520,4.2,8,428,11.9,91,3.4,0.05,0.011
12/12/2017,73.64,191,2520,4.2,8.1,445,12,93,3.3,0.05,0.011
12/13/2017,73.63,190,2460,4.2,8,441,11.9,92,3.3,0.05,0.012
12/14/2017,73.71,198,2470,4,7.9,448,11.9,92,3.2,0.07,0.014
12/15/2017,73.94,221,2590,4,7.9,454,12,93,3.1,0.05,0.011
12/16/2017,74.33,260,2920,4,7.9,454,12,93,3.1,0.05,0.011
12/17/2017,74.69,296,3220,4,7.9,441.5,11.75,90.5,3.25,0.055,0.015
12/18/2017,74.94,321,3410,4,7.9,429,11.5,88,3.4,0.06,0.019
12/19/2017,75.07,334,3530,4,7.9,434,11.9,91,3.5,0.07,0.011
12/20/2017,75.12,339,3430,4,7.9,420,11.9,90,4,0.08,0.011
12/21/2017,75.08,335,3350,3.8,7.9,423,11.9,90,3.8,0.08,0.013
12/22/2017,75,327,3160,3.8,8,429,12.1,90,3.7,0.07,0.01
12/23/2017,74.88,315,2940,3.6,7.975,427.5,12.05,90,3.725,0.0725,0.01075
12/24/2017,74.73,300,2870,3.6,8,446,12.125,90.75,3.6,0.0675,0.01025
12/25/2017,74.62,289,2750,3.6,8,443,12,90,3.7,0.07,0.01
12/26/2017,74.59,286,2780,3.6,8,455,12.5,93,3.3,0.06,0.011
12/27/2017,74.62,289,2910,3.4,8,459,12.3,93,3.4,0.06,0.012
12/28/2017,74.68,295,3010,3.4,8,456,12.1,92,3.2,0.07,0.011
12/29/2017,74.67,294,2960,3.4,8,460,12.2,93,3.2,0.06,0.012
12/30/2017,74.62,289,2920,3.4,8,459,12.175,92.75,3.2,0.0625,0.01175
12/31/2017,74.61,288,2950,3.4,8,458.125,12.2,93,3.2,0.06,0.012
1/1/2018,74.63,290,2970,3.2,8,460,12.2,93,3.2,0.06,0.012
1/2/2018,74.64,291,2970,3.5,8,452.5,12.2,93,3.2,0.06,0.012
1/3/2018,74.59,286,2910,3.6,8,445,12,92,3.3,0.06,0.014
1/4/2018,74.63,290,3060,3.8,8.1,451,12.1,93,3.6,0.07,0.011
1/5/2018,74.84,311,3370,4,8.1,449,12.2,93,3.6,0.07,0.013
1/6/2018,75,327,3560,4.2,8.1,449,12.2,93,3.6,0.07,0.013
1/7/2018,75.08,335,3670,4.2,8,448,12.2,93,3.6,0.07,0.013
1/8/2018,75.18,345,3840,4.4,8.1,447,11.7,92,3.3,0.06,0.014
1/9/2018,75.35,362,4130,5,8.1,453,11.7,92,3.9,0.05,0.012
1/10/2018,75.57,384,4460,5.2,8.1,451,12.2,95,3.9,0.06,0.017
1/11/2018,75.68,395,4530,5.6,8.1,442,11.7,92,4.1,0.06,0.014
1/12/2018,75.77,404,4690,6,8.1,437,11.9,92,3.7,0.06,0.017
1/13/2018,75.86,413,4820,6.2,8.1,437,11.9,92,3.7,0.06,0.017
1/14/2018,75.91,418,4850,6.4,8.1,426.5,11.9,92,3.7,0.06,0.017
1/15/2018,75.9,417,4790,6.6,8.1,416,11.8,91,4,0.09,0.017
1/16/2018,75.85,412,4720,7,8.1,415,11.8,91,4.4,0.13,0.02
1/17/2018,75.71,398,4520,6.5,8,413,11.9,92,4.4,0.07,0.018
1/18/2018,75.51,378,4290,6,8,418,11.7,91,4.5,0.07,0.017
1/19/2018,75.3,357,3960,5.4,8,418,11.9,92,4.4,0.07,0.015
1/20/2018,75.1,337,3780,5,8,418,11.85,91.75,4.425,0.07,0.0155
1/21/2018,74.97,324,3620,4.5,8.025,431,11.825,90.75,4.6,0.0675,0.0125
1/22/2018,74.93,320,3610,4,8,430,11.8,91,4.6,0.07,0.012
1/23/2018,75.02,329,3780,3.8,8.1,434,11.9,90,4.6,0.06,0.014
1/24/2018,75.11,338,3930,3.5,8.1,440,12.3,93,4,0.07,0.016
1/25/2018,75.19,346,4020,3.5,8.1,442,12.3,92,3.8,0.06,0.011
1/26/2018,75.21,348,4070,3.7,8.1,446,12.5,93,3.4,0.06,0.013
1/27/2018,75.19,346,4080,3.7,8.1,445,12.45,92.75,3.5,0.06,0.0125
1/28/2018,75.18,345,4140,3.7,8.1,451.25,12.725,96.5,3.325,0.07,0.0125
1/29/2018,75.2,347,4200,3.7,8.1,450,12.8,97,3.3,0.07,0.012
1/30/2018,75.21,348,4210,3.8,8.1,455,12.5,95,3.4,0.07,0.014
1/31/2018,75.19,346,4240,3.8,8,462,12.6,96,3.3,0.07,0.012
2/1/2018,75.13,340,4200,3.8,8,466,12.4,95,3.8,0.07,0.014
2/2/2018,75.04,331,4050,3.8,7.9,467,12.7,99,3.9,0.08,0.014
2/3/2018,74.98,325,3970,3.5,7.925,466.75,12.625,98,3.875,0.0775,0.014
2/4/2018,74.93,320,3900,3,8,469.75,11.975,92.5,4.175,0.0775,0.0155
2/5/2018,74.91,318,3810,3.5,8,473,11.9,92,4.1,0.08,0.016
2/6/2018,74.95,322,3780,3.5,8,460,12.2,94,4.4,0.07,0.014
2/7/2018,75.06,333,3830,3.8,8,445,11.8,92,4.2,0.06,0.015
2/8/2018,75.11,338,3620,4.8,8,450,12.1,94,3.7,0.08,0.016
2/9/2018,75.05,332,3510,4.8,8,446,12.3,95,4.2,0.06,0.01
2/10/2018,75.01,328,3410,4.8,8,447,12.25,94.75,4.075,0.065,0.0115
2/11/2018,74.95,322,3320,4.6,8.025,443.25,12.175,93,3.95,0.07,0.012
2/12/2018,74.9,317,3270,4.5,8,443,12.2,93,3.9,0.07,0.011
2/13/2018,74.81,308,3170,4.5,8.1,444,12.1,93,4.1,0.07,0.015
2/14/2018,74.69,296,3090,4.5,8.1,457,12.4,95,3.4,0.07,0.017
2/15/2018,74.54,281,2950,4.3,8.1,457,12.4,95,3.4,0.07,0.017
2/16/2018,74.42,269,2920,4.5,8,470.5,12.4,95,3.4,0.07,0.017
2/17/2018,74.33,260,2860,4.8,8.025,467.125,12.4,95,3.4,0.07,0.017
2/18/2018,74.26,253,2870,4.5,8,485,12.375,94,3.4,0.0775,0.0195
2/19/2018,74.2,247,2850,4.5,8,484,12.4,94,3.3,0.08,0.019
2/20/2018,74.2,247,2900,4,8,488,12.3,94,3.7,0.07,0.021
2/21/2018,74.2,247,2900,4,8,480,12.4,94,3.2,0.06,0.015
2/22/2018,74.24,251,2940,4,8,497,12.5,94,3.7,0.05,0.016
2/23/2018,74.3,257,2990,4,8.1,494,12.7,95,3.1,0.06,0.017
2/24/2018,74.32,259,2990,3.8,8.075,494.75,12.65,94.75,3.25,0.0575,0.01675
2/25/2018,74.3,257,2980,3,8.1,504.75,12.875,91.5,3.1,0.06,0.01625
2/26/2018,74.29,256,2970,2.6,8.1,504,12.8,91,3.1,0.06,0.016
2/27/2018,74.25,252,2920,2,8.1,507,13.1,93,3.1,0.06,0.017
2/28/2018,74.09,236,2740,2,8.1,507,13.1,93,3.1,0.06,0.017
3/1/2018,73.92,219,2680,3,8.1,507,13.1,93,3.1,0.06,0.017
3/2/2018,73.79,206,2610,2,8.1,507,13.1,93,3.1,0.06,0.017
3/3/2018,73.68,195,2530,2,8.1,538,13.5,94,3.8,0.07,0.02
3/4/2018,73.56,183,2430,2,8.1,538,13.5,94,3.8,0.07,0.02
3/5/2018,73.49,176,2390,2,8.1,538,13.5,94,3.8,0.07,0.02
3/6/2018,73.5,177,2380,2,8.2,550,13.5,94,3.5,0.06,0.017
3/7/2018,73.46,173,2290,2,8.2,552,13.4,97,3.2,0.06,0.016
3/8/2018,73.45,172,2320,2,8.2,551,13.6,99,3.3,0.05,0.017
3/9/2018,73.56,183,2360,2,8.2,551,13.5,99,3.1,0.05,0.017
3/10/2018,73.78,205,2450,2,8.2,551,13.525,99,3.15,0.05,0.017
3/11/2018,74.02,229,2670,2,8.2,507.5,12.8,102,3.45,0.06,0.01625
3/12/2018,74.28,255,2820,3.7,8.2,512,12.8,102,3.3,0.06,0.017
3/13/2018,74.5,277,2930,4.2,8.2,494,12.8,102,3.9,0.06,0.014
3/14/2018,74.7,297,3080,4.5,8.2,498,12.3,100,4.3,0.07,0.016
3/15/2018,74.86,313,3170,4.5,8.3,483,12.3,99,4.5,0.05,0.012
3/16/2018,75.05,332,3370,4.6,8.2,484,12.2,101,4.9,0.04,0.014
3/17/2018,75.25,352,3570,4.6,8.225,483.75,12.225,100.5,4.8,0.0425,0.0135
3/18/2018,75.39,366,3670,4.2,8.225,488.25,11.65,95.25,4.5,0.0625,0.014
3/19/2018,75.49,376,3710,4,8.2,490,11.7,96,4.8,0.07,0.015
3/20/2018,75.58,385,3750,3.7,8.3,483,11.5,93,3.6,0.04,0.011
3/21/2018,75.67,394,3870,3.7,8.3,463,11.4,90,4.2,0.05,0.009
3/22/2018,75.74,401,3890,4.4,8.3,444,11.6,91,4.2,0.05,0.011
3/23/2018,75.79,406,3870,4.5,8.3,458,12.1,94,4.2,0.07,0.013
3/24/2018,75.77,404,3770,4.5,8.3,454.5,11.975,93.25,4.2,0.065,0.0125
3/25/2018,75.72,399,3660,4,8.3,480,12.4,99,4.025,0.0325,0.014
3/26/2018,75.63,390,3510,4,8.3,479,12.4,99,4.1,0.03,0.015
3/27/2018,75.5,377,3250,5.5,8.3,483,12.4,99,3.8,0.04,0.011
3/28/2018,75.36,363,3070,5.5,8.2,491,12.3,99,4.4,0.03,0.012
3/29/2018,75.24,351,2940,5.5,8.2,495,12.5,101,4.5,0.03,0.011
3/30/2018,75.15,342,2840,6,8.2,501,12.6,102,4.7,0.04,0.012
3/31/2018,75.09,336,2780,6,8.2,499.5,12.575,101.75,4.65,0.0375,0.01175
4/1/2018,75.05,332,2720,7,8.3,438,12.475,107.25,4.3,0.03,0.01625
4/2/2018,75.05,332,2830,7,8.3,413,12.4,106,4.2,0.03,0.016
4/3/2018,75.18,345,3100,8,8.3,513,12.7,111,4.6,0.03,0.017
4/4/2018,75.34,361,3310,8,8.3,498,12.5,110,4.6,0.03,0.019
4/5/2018,75.46,373,3440,9,8.3,467,12.1,107,4.9,0.03,0.019
4/6/2018,75.54,381,3460,9.2,8.3,467,12.1,107,4.9,0.03,0.019
4/7/2018,75.57,384,3490,9.3,8.3,469,12.1,107,4.9,0.03,0.019
4/8/2018,75.6,387,3520,9.6,8.3,471,12.1,107,4.9,0.03,0.019
4/9/2018,75.64,391,3590,11,8.25,473,11.8,107,4.65,0.025,0.017
4/10/2018,75.65,392,3580,11,8.2,475,11.5,107,4.4,0.02,0.015
4/11/2018,75.6,387,3520,12,8.3,482,12.3,106,4.1,0.03,0.017
4/12/2018,75.56,383,3500,12,8.2,475,11.5,109,3.9,0.07,0.013
4/13/2018,75.53,380,3500,12,8.2,467,11.1,107,4.2,0.02,0.013
4/14/2018,75.51,378,3520,12,8.2,469,11.2,107.5,4.125,0.0325,0.013
4/15/2018,75.53,380,3590,12,8.3,468,10.45,103.5,3.925,0.05,0.013
4/16/2018,75.58,385,3720,13,8.3,470,10.5,104,4,0.05,0.013
4/17/2018,75.59,386,3710,14,8.3,462,10.3,102,3.7,0.05,0.013
4/18/2018,75.57,384,3690,14,8.3,453,10.1,100,3.7,0.04,0.01
4/19/2018,75.54,381,3680,14,8.4,442,10.1,100,4.1,0.03,0.009
4/20/2018,75.5,377,3680,14,8.4,433,10.2,103,3.7,0.04,0.014
4/21/2018,75.52,379,3760,14,8.4,435.25,10.175,102.25,3.8,0.0375,0.01275
4/22/2018,75.54,381,3760,14.5,8.4,405.75,11,112.5,4.125,0.045,0.01575
4/23/2018,75.52,379,3730,16,8.4,408,10.9,111,4.1,0.05,0.017
4/24/2018,75.45,372,3670,16,8.4,399,11.3,117,4.2,0.03,0.012
4/25/2018,75.37,364,3620,16,8.4,397,11.3,118,4.4,0.04,0.013
4/26/2018,75.3,357,3660,16,8.4,390,11.4,120,3.7,0.03,0.012
4/27/2018,75.23,350,3680,16,8.4,382,11.3,118,4.3,0.03,0.013
4/28/2018,75.2,347,3820,16.5,8.4,384,11.325,118.5,4.15,0.03,0.01275
4/29/2018,75.22,349,3900,17,8.4,365,9.7,104,4,0.04,0.013
4/30/2018,75.23,350,4010,17,8.4,365,9.7,104,4,0.04,0.013
5/1/2018,75.21,348,4010,18,8.4,365,9.7,104,4,0.04,0.013
5/2/2018,75.14,341,3970,18,8.4,360,9.7,104,3.8,0.04,0.014
5/3/2018,75.01,328,3830,18.2,8.4,355,9.7,104,3.6,0.04,0.015
5/4/2018,74.87,314,3690,18.2,8.4,355,9.6,103,3.8,0.08,0.013
5/5/2018,74.74,301,3620,18.4,8.4,355,9.625,103.25,3.75,0.07,0.0135
5/6/2018,74.63,290,3500,18.6,8.4,349,10.45,113.5,4.275,0.0275,0.0125
5/7/2018,74.54,281,3420,18.5,8.4,355,10.4,113,4.5,0.03,0.012
5/8/2018,74.5,277,3410,18.5,8.4,331,10.6,115,3.6,0.02,0.014
5/9/2018,74.52,279,3450,18.5,8.4,326,10.8,118,4.4,0.04,0.017
5/10/2018,74.56,283,3470,18.5,8.4,320,10.6,116,3.5,0.05,0.009
5/11/2018,74.56,283,3460,18.5,8.4,317,10.2,114,3.9,0.05,0.008
5/12/2018,74.48,275,3400,18.5,8.4,317.75,10.3,114.5,3.8,0.05,0.00825
5/13/2018,74.38,265,3320,18.5,8.4,318,9.925,109,3.65,0.0575,0.0115
5/14/2018,74.3,257,3290,18.5,8.4,318,10,110,3.7,0.06,0.013
5/15/2018,74.22,249,3220,19,8.4,318,9.7,106,3.5,0.05,0.007
5/16/2018,74.12,239,3140,19,8.4,313,9.6,105,3.9,0.06,0.007
5/17/2018,74.03,230,3070,19,8.4,322,10,110,3.8,0.04,0.008
5/18/2018,74.01,228,3060,19,8.4,317,10.5,115,4.2,0.04,0.012
5/19/2018,74.13,240,3190,19,8.4,318.25,10.375,113.75,4.1,0.04,0.011
5/20/2018,74.37,264,3490,19.5,8.4,312.25,9.975,108.75,4.025,0.04,0.0085
5/21/2018,74.59,286,3710,19.5,8.4,310,10,109,4,0.04,0.008
5/22/2018,74.71,298,3760,19.5,8.4,319,9.9,108,4.1,0.04,0.01
5/23/2018,74.7,297,3650,19.5,8.4,319,9.8,107,4,0.05,0.008
5/24/2018,74.54,281,3520,19.5,8.4,323,9.5,104,3.9,0.05,0.009
5/25/2018,74.43,270,3340,19.5,8.4,325,9.4,104,3.4,0.07,0.009
5/26/2018,74.22,249,3150,19.5,8.4,324.5,9.425,104,3.525,0.065,0.009
5/27/2018,74.06,233,3010,20.2,8.4,329.5,9.2,103.25,3.45,0.0425,0.01
5/28/2018,73.95,222,2970,21.4,8.4,330,9.1,102,3.4,0.04,0.01
5/29/2018,73.91,218,2990,21.1,8.4,328,9.5,107,3.6,0.05,0.01
5/30/2018,73.92,219,3040,21.2,8.4,335,9.4,107,3.9,0.08,0.01
5/31/2018,73.95,222,3090,21.2,8.4,330,9.5,109,3.5,0.05,0.008
6/1/2018,73.94,221,3070,22,8.4,334,10.1,117,3.4,0.04,0.01
6/2/2018,73.93,220,3040,22,8.4,333,9.95,115,3.425,0.0425,0.0095
6/3/2018,73.93,220,3060,22.2,8.4,327.25,9.35,110.5,3.55,0.0625,0.0085
6/4/2018,73.93,220,3080,22.3,8.4,327,9.5,112,3.5,0.06,0.008
6/5/2018,73.91,218,3110,22.5,8.4,328,8.9,106,3.7,0.07,0.01
6/6/2018,73.92,219,3130,22.5,8.4,330,8.5,101,3.4,0.06,0.009
6/7/2018,73.95,222,3140,22.5,8.4,326,8.6,102,3.2,0.07,0.009
6/8/2018,73.97,224,3100,22.8,8.4,329,8.7,104,3.1,0.05,0.011
6/9/2018,73.94,221,3070,22.8,8.4,328.25,8.675,103.5,3.125,0.055,0.0105
6/10/2018,73.89,216,3030,22.8,8.4,328.4375,8.68125,103.625,3.11875,0.05375,0.010625
6/11/2018,73.83,210,2980,23,8.4,321,8.375,101,4.075,0.0525,0.00775
6/12/2018,73.82,209,2990,23,8.4,322,8.3,100,4,0.05,0.008
6/13/2018,73.85,212,3020,23,8.4,318,8.6,104,4.3,0.06,0.007
6/14/2018,73.85,212,2990,23,8.4,316,8,95,4.4,0.09,0.01
6/15/2018,73.81,208,2920,23,8.3,318,8.2,94,3.8,0.09,0.013
6/16/2018,73.81,208,2890,23,8.325,317.5,8.15,94.25,3.95,0.09,0.01225
6/17/2018,73.96,223,3010,23,8.3,325.25,7.3,85,3.75,0.0725,0.0085
6/18/2018,74.35,262,3400,23,8.3,326,7.4,86,3.6,0.07,0.008
6/19/2018,74.68,295,3730,23,8.3,323,7,82,4.2,0.08,0.01
6/20/2018,74.75,302,3690,22.8,8.3,320,6.9,81,3.7,0.08,0.01
6/21/2018,74.61,288,3460,22.8,8.4,328,7.1,83,3.4,0.06,0.01
6/22/2018,74.32,259,3130,23,8.4,327,7.3,86,3.5,0.06,0.009
6/23/2018,74,227,2880,22,8.4,327.25,7.25,85.25,3.475,0.06,0.00925
6/24/2018,73.76,203,2710,22,8.4,336.25,7.425,86.25,3.05,0.07,0.013
6/25/2018,73.6,187,2570,22,8.4,337,7.3,85,3,0.07,0.014
6/26/2018,73.48,175,2490,22,8.4,334,7.8,90,3.2,0.07,0.01
6/27/2018,73.4,167,2510,22,8.4,334,7.8,88,2.9,0.07,0.008
6/28/2018,73.35,162,2450,22,8.3,338,7.5,85,2.9,0.07,0.009
6/29/2018,73.34,161,2430,22,8.3,346,7.9,90,3.8,0.08,0.005
6/30/2018,73.33,160,2390,22,8.3,344,7.8,88.75,3.575,0.0775,0.006
7/1/2018,73.32,159,2350,22,8.3,360,8.525,97.75,3.35,0.0425,0.006
7/2/2018,73.49,176,2500,22,8.3,359,8.4,96,3.2,0.04,0.005
7/3/2018,73.88,215,2900,22.2,8.3,363,8.9,103,3.8,0.05,0.009
7/4/2018,74.19,246,3190,22.3,8.3,358,8.9,104,3.2,0.06,0.008
7/5/2018,74.25,252,3100,22.5,8.3,361,7.8,90,4.1,0.04,0.006
7/6/2018,74.09,236,2890,22.5,8.3,356,7.9,92,3.2,0.06,0.009
7/7/2018,73.82,209,2610,22.3,8.3,357.25,7.875,91.5,3.425,0.055,0.00825
7/8/2018,73.56,183,2390,22,8.3,349,8.3,95.25,3.425,0.0925,0.009
7/9/2018,73.4,167,2320,22,8.3,348,8.1,93,3.2,0.09,0.008
7/10/2018,73.37,164,2340,22.2,8.3,352,8.9,102,4.1,0.1,0.012
7/11/2018,73.47,174,2500,22.2,8.2,353,8.2,95,3.6,0.09,0.01
7/12/2018,73.6,187,2580,22.2,8.1,350,9.8,115,3,0.07,0.011
7/13/2018,73.63,190,2500,22.2,8.1,346,9.3,110,3.9,0.05,0.008
7/14/2018,73.56,183,2410,23.2,8.1,347,9.425,111.25,3.675,0.055,0.00875
7/15/2018,73.47,174,2390,23.5,8.1,353.75,9.6,114.5,3.7,0.0675,0.0075
7/16/2018,73.35,162,2320,23,8.1,353,9.5,113,3.6,0.06,0.007
7/17/2018,73.23,150,2270,23,8.1,356,9.9,119,4,0.09,0.009
7/18/2018,73.1,137,2160,23,8.1,360,9,106,3.4,0.09,0.01
7/19/2018,72.98,125,2100,23,8.1,356,8.8,104,4.2,0.07,0.008
7/20/2018,72.84,111,1990,23,8.2,358,9,107,4,0.07,0.009
7/21/2018,72.75,102,1940,23.3,8.175,357.5,8.95,106.25,4.05,0.07,0.00875
7/22/2018,72.72,99,1930,23.3,8.2,357.25,8.575,103.25,3.8,0.0675,0.0075
7/23/2018,72.74,101,1930,23.5,8.2,357,8.7,105,4,0.07,0.007
7/24/2018,72.7,97,1900,23.8,8.2,358,8.2,98,3.2,0.06,0.009
7/25/2018,72.71,98,1890,24,8.2,368,8.2,98,3.8,0.05,0.011
7/26/2018,72.73,100,1900,24.5,8.2,371,8.3,101,4.1,0.07,0.009
7/27/2018,72.78,105,1960,25,8.2,374,8.5,104,3.8,0.05,0.01
7/28/2018,72.87,114,2010,25.4,8.2,373.25,8.45,103.25,3.875,0.055,0.00975
7/29/2018,72.91,118,2040,26,8.25,371,7.75,96.25,3.975,0.0925,0.009
7/30/2018,72.92,119,2020,26.4,8.2,372,7.9,98,4.1,0.09,0.009
7/31/2018,72.86,113,1950,27,8.4,368,7.3,91,3.6,0.1,0.009
8/1/2018,72.77,104,1890,27.2,8.4,363,7,88,4,0.1,0.012
8/2/2018,72.69,96,1850,27.4,8.4,365,6.3,80,3.7,0.13,0.012
8/3/2018,72.62,89,1820,27.6,8.4,366,6.1,76,3.2,0.13,0.015
8/4/2018,72.54,81,1740,28,8.4,365.75,6.15,77,3.325,0.13,0.01425
8/5/2018,72.47,74,1670,28.2,8.3,368.75,6.525,84,3.675,0.0825,0.01275
